QualifyingAreaName,TotalPopulation,Female,White_Male,White_Female,FreeColoredPopulation,FreeColored_Female,Slave_Male,FreePersons,FreePersons_White_Male,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Female,SlavePopulation_Female,DisabledWhite_DeafandDumb,InsaneandIdioticPersons_AtPublicCharge,PersonsEmployedinMining,PersonsEmployedinCommerce,PersonsEmployedinOceanNavigation,PersonsEmployedEngineersProfessional,CollegeUniversityStudents,PrimaryCommonSchoolStudents,Male,WhitePopulation,FreeColored_Male,SlavePopulation,Slave_Female,FreePersons_White,FreePersons_White_Female,FreePersons_ColoredPersons_Male,SlavePopulation_Male,DisabledWhite,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinAgriculture,PersonsEmployedinManufacturingTrade,PersonsEmployedinLandNavigation,PensionersofRevolutionaryWarorMilitaryService,AcademyGrammarSchoolStudents
"Yates County, New York",20444,10040,10335,9975,134,65,0,20444,10335,134,65,0,9,7,0,124,5,91,0,6207,10404,20310,69,0,0,20310,9975,69,0,30,15,8,3437,1375,76,20,0
"Anson County, North Carolina",15077,7525,4855,4778,140,68,2625,9773,4855,140,68,2679,12,8,4,33,3,23,0,0,7552,9633,72,5304,2679,9633,4778,72,2625,41,29,21,5190,172,0,16,150
"Ashe County, North Carolina",7467,3661,3520,3391,59,27,254,6970,3520,59,27,243,0,0,0,7,0,24,0,58,3806,6911,32,497,243,6911,3391,32,254,1,3,3,2158,59,0,3,0
"Beaufort County, North Carolina",12225,6035,3491,3559,703,356,2352,7753,3491,703,356,2120,6,4,0,69,69,24,0,45,6190,7050,347,4472,2120,7050,3559,347,2352,18,13,9,2359,1150,20,2,0
"Bertie County, North Carolina",12175,6190,2461,2683,303,148,3369,5447,2461,303,148,3359,7,3,0,33,0,1,0,224,5985,5144,155,6728,3359,5144,2683,155,3369,18,13,10,5157,366,8,3,0
"Bladen County, North Carolina",8022,4033,2127,2190,292,155,1725,4609,2127,292,155,1688,1,3,0,245,0,7,0,384,3989,4317,137,3413,1688,4317,2190,137,1725,16,15,12,2696,75,6,12,11
"Brunswick County, North Carolina",5265,2636,1389,1383,374,194,1060,3146,1389,374,194,1059,1,9,0,1,0,0,0,106,2629,2772,180,2119,1059,2772,1383,180,1060,11,10,1,513,2,0,2,0
"Buncombe County, North Carolina",10084,4919,4534,4264,87,47,591,8885,4534,87,47,608,5,2,0,0,0,19,0,10,5165,8798,40,1199,608,8798,4264,40,591,17,9,7,2926,115,0,9,15
"Burke County, North Carolina",15799,7944,6129,6190,264,131,1593,12583,6129,264,131,1623,4,4,301,32,0,24,0,204,7855,12319,133,3216,1623,12319,6190,133,1593,49,35,31,4807,155,0,16,25
"Cabarrus County, North Carolina",9259,4545,3550,3421,109,56,1111,7080,3550,109,56,1068,5,0,24,38,0,21,0,513,4714,6971,53,2179,1068,6971,3421,53,1111,15,10,10,2732,200,0,8,107
"Camden County, North Carolina",5663,2756,1936,1908,158,72,885,4002,1936,158,72,776,4,0,0,0,0,2,0,169,2907,3844,86,1661,776,3844,1908,86,885,8,10,10,1606,0,5,0,70
"Carteret County, North Carolina",6591,3358,2495,2592,144,89,683,5231,2495,144,89,677,5,5,0,0,7,0,0,46,3233,5087,55,1360,677,5087,2592,55,683,22,13,8,7,2,2,0,0
"Caswell County, North Carolina",14693,7362,3600,3743,326,159,3564,7669,3600,326,159,3460,1,0,0,45,0,46,0,307,7331,7343,167,7024,3460,7343,3743,167,3564,9,11,11,5154,440,29,12,109
"Chatham County, North Carolina",16242,8218,5216,5393,317,141,2632,10926,5216,317,141,2684,20,5,0,35,0,71,0,237,8024,10609,176,5316,2684,10609,5393,176,2632,42,30,25,5666,412,0,21,128
"Cherokee County, North Carolina",3427,1633,1690,1515,23,12,93,3228,1690,23,12,106,1,0,0,0,0,5,0,30,1794,3205,11,199,106,3205,1515,11,93,5,5,5,681,31,0,2,0
"Chowan County, North Carolina",6690,3465,1315,1550,160,91,1841,3025,1315,160,91,1824,3,1,0,39,5,20,0,214,3225,2865,69,3665,1824,2865,1550,69,1841,12,8,7,2524,276,36,2,143
"Columbus County, North Carolina",3941,1942,1450,1349,56,21,514,2855,1450,56,21,572,0,0,0,10,0,0,0,15,1999,2799,35,1086,572,2799,1349,35,514,1,0,0,1172,16,0,3,0
"Craven County, North Carolina",13438,6906,3254,3370,1112,615,2781,7736,3254,1112,615,2921,4,1,0,110,73,19,0,252,6532,6624,497,5702,2921,6624,3370,497,2781,17,16,15,2919,434,33,5,151
"Cumberland County, North Carolina",15284,7811,4419,4611,862,458,2650,9892,4419,862,458,2742,2,2,0,178,0,44,0,95,7473,9030,404,5392,2742,9030,4611,404,2650,4,9,7,2597,562,33,7,150
"Currituck County, North Carolina",6703,3446,2085,2369,149,79,1102,4603,2085,149,79,998,4,0,NA,NA,NA,NA,0,117,3257,4454,70,2100,998,4454,2369,70,1102,11,5,5,NA,NA,NA,4,0
"Davidson County, North Carolina",14606,7453,5880,6057,131,69,1211,12068,5880,131,69,1327,7,9,22,27,0,21,0,1100,7153,11937,62,2538,1327,11937,6057,62,1211,50,29,20,4420,486,0,16,52
"Davie County, North Carolina",7574,3815,2788,2806,92,40,919,5686,2788,92,40,969,2,2,0,22,0,20,0,268,3759,5594,52,1888,969,5594,2806,52,919,11,11,9,2032,191,0,4,0
"Duplin County, North Carolina",11182,5639,3034,3210,261,116,2364,6505,3034,261,116,2313,4,0,0,0,0,2,0,206,5543,6244,145,4677,2313,6244,3210,145,2364,12,3,3,3714,31,0,17,63
"Edgecombe County, North Carolina",15708,7761,3907,4008,354,174,3860,8269,3907,354,174,3579,7,4,0,41,11,17,0,285,7947,7915,180,7439,3579,7915,4008,180,3860,14,13,9,5905,209,7,6,28
"Franklin County, North Carolina",10980,5460,2565,2662,433,217,2739,5660,2565,433,217,2581,5,1,0,11,0,16,0,225,5520,5227,216,5320,2581,5227,2662,216,2739,21,14,13,3322,242,0,13,163
"Gates County, North Carolina",8161,4198,1995,2142,382,192,1778,4519,1995,382,192,1864,6,2,0,13,0,14,0,125,3963,4137,190,3642,1864,4137,2142,190,1778,13,7,5,3341,138,3,1,48
"Granville County, North Carolina",18817,9543,4578,4731,801,431,4326,10110,4578,801,431,4381,12,21,0,76,1,24,0,556,9274,9309,370,8707,4381,9309,4731,370,4326,39,26,5,6260,406,0,11,83
"Greene County, North Carolina",6595,3318,1637,1738,249,115,1506,3624,1637,249,115,1465,5,3,0,5,0,0,0,100,3277,3375,134,2971,1465,3375,1738,134,1506,9,7,4,2215,0,0,0,0
"Guilford County, North Carolina",19175,9709,7857,8034,637,316,1288,16528,7857,637,316,1359,14,8,14,34,0,51,0,338,9466,15891,321,2647,1359,15891,8034,321,1288,47,33,25,4120,785,0,11,152
"Halifax County, North Carolina",16865,8601,2677,2946,1837,956,4706,7460,2677,1837,956,4699,1,7,0,15,0,11,0,118,8264,5623,881,9405,4699,5623,2946,881,4706,12,31,24,5093,276,29,7,153
"Haywood County, North Carolina",4975,2421,2369,2281,21,7,171,4671,2369,21,7,133,7,2,0,0,0,0,0,64,2554,4650,14,304,133,4650,2281,14,171,10,2,0,1540,2,0,7,0
"Henderson County, North Carolina",5129,2541,2321,2307,35,17,249,4663,2321,35,17,217,0,1,0,10,0,6,0,21,2588,4628,18,466,217,4628,2307,18,249,2,4,3,729,53,0,7,0
"Hertford County, North Carolina",7484,3733,1623,1761,802,386,1712,4186,1623,802,386,1586,0,1,0,0,0,0,0,105,3751,3384,416,3298,1586,3384,1761,416,1712,4,1,0,2127,43,4,5,68
"Hyde County, North Carolina",6458,3044,2040,1969,251,96,1219,4260,2040,251,96,979,0,2,0,0,0,0,0,138,3414,4009,155,2198,979,4009,1969,155,1219,2,3,1,1634,0,0,0,0
"Iredell County, North Carolina",15685,7923,5890,6040,39,18,1851,11969,5890,39,18,1865,12,3,0,31,0,25,0,25,7762,11930,21,3716,1865,11930,6040,21,1851,36,21,18,4382,357,0,26,120
"Johnston County, North Carolina",10599,5330,3470,3526,127,69,1741,7123,3470,127,69,1735,4,1,0,0,0,6,0,77,5269,6996,58,3476,1735,6996,3526,58,1741,15,9,8,3815,98,0,4,42
"Jones County, North Carolina",4945,2452,983,964,180,93,1423,2127,983,180,93,1395,0,2,0,2,0,5,0,81,2493,1947,87,2818,1395,1947,964,87,1423,7,8,6,1990,29,3,0,0
"Lenoir County, North Carolina",7605,3785,1866,1821,235,104,1823,3922,1866,235,104,1860,1,1,0,14,0,10,0,167,3820,3687,131,3683,1860,3687,1821,131,1823,5,2,1,3813,72,0,1,80
"Lincoln County, North Carolina",25160,12734,9693,9965,116,58,2675,19774,9693,116,58,2711,6,4,95,13,0,63,0,1925,12426,19658,58,5386,2711,19658,9965,58,2675,21,11,7,7068,913,0,24,162
"Macon County, North Carolina",4869,2410,2257,2189,55,27,174,4501,2257,55,27,194,1,0,0,9,0,18,0,140,2459,4446,28,368,194,4446,2189,28,174,3,2,2,1543,91,0,8,0
"Martin County, North Carolina",7637,3885,2155,2283,383,181,1395,4821,2155,383,181,1421,5,2,NA,NA,NA,NA,0,130,3752,4438,202,2816,1421,4438,2283,202,1395,12,3,1,NA,NA,NA,1,0
"Mecklenburg County, North Carolina",18273,9122,5919,5931,101,48,3179,11951,5919,101,48,3143,2,0,97,50,0,58,1,475,9151,11850,53,6322,3143,11850,5931,53,3179,19,17,17,1693,236,0,24,185
"Montgomery County, North Carolina",10780,5414,4077,4144,72,31,1248,8293,4077,72,31,1239,2,7,14,16,0,9,0,432,5366,8221,41,2487,1239,8221,4144,41,1248,24,20,13,3589,156,0,17,0
"Moore County, North Carolina",7988,3990,3260,3183,73,38,703,6516,3260,73,38,769,10,1,0,0,0,0,0,274,3998,6443,35,1472,769,6443,3183,35,703,12,1,0,2849,0,0,2,0
"Nash County, North Carolina",9047,4596,2417,2524,409,192,1817,5350,2417,409,192,1880,4,1,7,0,0,4,0,138,4451,4941,217,3697,1880,4941,2524,217,1817,18,13,12,3133,65,0,5,0
"New Hanover County, North Carolina",13312,6592,3237,3134,565,312,3230,6936,3237,565,312,3146,7,0,0,115,93,43,0,223,6720,6371,253,6376,3146,6371,3134,253,3230,11,3,3,3093,521,23,13,216
"Northampton County, North Carolina",13369,6576,2850,2968,792,401,3552,6610,2850,792,401,3207,13,9,0,17,0,5,0,147,6793,5818,391,6759,3207,5818,2968,391,3552,37,32,23,4528,182,2,5,22
"Onslow County, North Carolina",7527,3781,2336,2339,113,52,1349,4788,2336,113,52,1390,0,0,0,3,14,6,0,71,3746,4675,61,2739,1390,4675,2339,61,1349,2,0,0,2685,64,0,1,0
"Orange County, North Carolina",24356,12353,8260,8511,631,315,3427,17402,8260,631,315,3527,3,14,0,62,0,69,0,157,12003,16771,316,6954,3527,16771,8511,316,3427,27,22,8,6786,559,0,24,209
"Pasquotank County, North Carolina",8514,4154,2322,2328,1076,554,1516,5726,2322,1076,554,1272,2,0,0,29,12,16,0,108,4360,4650,522,2788,1272,4650,2328,522,1516,3,1,1,2375,128,41,2,78
"Perquimans County, North Carolina",7346,3628,2051,2045,307,164,1524,4403,2051,307,164,1419,0,5,0,16,0,7,0,82,3718,4096,143,2943,1419,4096,2045,143,1524,6,7,2,3769,27,0,1,0
"Person County, North Carolina",9790,4980,2548,2681,210,103,2155,5439,2548,210,103,2196,4,1,0,12,0,12,0,152,4810,5229,107,4351,2196,5229,2681,107,2155,7,3,2,2961,177,0,4,20
"Pitt County, North Carolina",11806,5939,3013,3115,30,12,2836,6158,3013,30,12,2812,1,0,0,0,0,4,0,63,5867,6128,18,5648,2812,6128,3115,18,2836,4,5,5,3487,127,9,12,30
"Randolph County, North Carolina",12875,6422,5565,5542,361,169,696,11468,5565,361,169,711,2,3,0,21,0,17,0,32,6453,11107,192,1407,711,11107,5542,192,696,16,10,7,3786,247,0,9,65
"Richmond County, North Carolina",8909,4587,2262,2431,336,172,1896,5029,2262,336,172,1984,2,0,0,17,0,12,0,233,4322,4693,164,3880,1984,4693,2431,164,1896,29,26,26,8701,179,0,8,219
"Robeson County, North Carolina",10370,5255,3074,3188,1223,621,1439,7485,3074,1223,621,1446,6,3,0,7,0,3,0,1126,5115,6262,602,2885,1446,6262,3188,602,1439,20,18,15,2780,41,0,4,61
"Rockingham County, North Carolina",13442,6740,4249,4346,275,132,2310,8870,4249,275,132,2262,2,1,0,21,0,12,0,211,6702,8595,143,4572,2262,8595,4346,143,2310,14,11,10,3740,629,7,15,244
"Rowan County, North Carolina",12109,6121,4236,4410,98,43,1697,8744,4236,98,43,1668,2,0,0,0,0,8,0,98,5988,8646,55,3365,1668,8646,4410,55,1697,4,2,2,3498,133,0,10,0
"Rutherford County, North Carolina",19202,9500,8084,7791,126,65,1557,16001,8084,126,65,1644,2,0,NA,NA,NA,NA,0,149,9702,15875,61,3201,1644,15875,7791,61,1557,4,1,1,NA,NA,NA,13,0
"Sampson County, North Carolina",12157,6097,3683,3792,257,129,2249,7732,3683,257,129,2176,0,0,0,0,0,0,0,272,6060,7475,128,4425,2176,7475,3792,128,2249,16,15,15,2050,0,0,15,35
"Stokes County, North Carolina",16265,8245,6598,6820,165,80,1337,13583,6598,165,80,1345,7,0,1,22,0,23,0,317,8020,13418,85,2682,1345,13418,6820,85,1337,23,15,15,4047,663,0,24,228
"Surry County, North Carolina",15079,7789,6366,6727,208,112,828,13301,6366,208,112,950,0,6,8,25,0,29,0,335,7290,13093,96,1778,950,13093,6727,96,828,28,22,16,3915,294,0,36,0
"Tyrrell County, North Carolina",4657,2298,1565,1595,86,52,760,3246,1565,86,52,651,1,1,0,0,10,2,0,0,2359,3160,34,1411,651,3160,1595,34,760,2,2,1,1180,1,40,0,0
"Wake County, North Carolina",21118,10734,5979,6134,1009,512,3908,13122,5979,1009,512,4088,8,2,0,24,0,24,1,169,10384,12113,497,7996,4088,12113,6134,497,3908,29,24,22,5694,380,0,21,283
"Warren County, North Carolina",12919,6383,2142,2248,329,172,4237,4719,2142,329,172,3963,2,1,1,20,0,21,0,182,6536,4390,157,8200,3963,4390,2248,157,4237,8,9,8,4783,132,3,13,71
"Washington County, North Carolina",4525,2292,1301,1338,159,90,863,2798,1301,159,90,864,1,0,0,11,29,19,0,38,2233,2639,69,1727,864,2639,1338,69,863,3,0,0,1305,182,36,0,0
"Wayne County, North Carolina",10891,5543,3244,3510,464,232,1872,7218,3244,464,232,1801,1,0,1,26,0,17,0,213,5348,6754,232,3673,1801,6754,3510,232,1872,12,15,15,3975,145,0,3,129
"Wilkes County, North Carolina",12577,6407,5393,5583,171,86,692,11147,5393,171,86,738,12,3,0,20,0,7,0,20,6170,10976,85,1430,738,10976,5583,85,692,41,20,17,4735,111,0,24,30
"Yancey County, North Carolina",5962,2921,2915,2766,27,15,114,5708,2915,27,15,140,0,0,0,2,0,0,0,0,3041,5681,12,254,140,5681,2766,12,114,2,3,3,2031,51,0,6,0
"Adams County, Ohio",13183,6396,6757,6363,63,33,0,13183,6757,63,33,0,6,8,0,87,0,44,0,284,6787,13120,30,0,0,13120,6363,30,0,36,22,14,3258,436,17,12,3
"Allen County, Ohio",9079,4360,4708,4348,23,12,0,9079,4708,23,12,0,5,0,1,42,3,17,0,418,4719,9056,11,0,0,9056,4348,11,0,12,5,5,1878,183,0,3,0
"Ashtabula County, Ohio",23724,11637,12078,11629,17,8,0,23724,12078,17,8,0,12,10,1,127,3,98,0,5769,12087,23707,9,0,0,23707,11629,9,0,42,20,10,5959,1136,106,31,421
"Athens County, Ohio",19109,9238,9839,9215,55,23,0,19109,9839,55,23,0,3,5,43,9,0,44,1,2083,9871,19054,32,0,0,19054,9215,32,0,19,14,9,2541,514,0,21,40
"Belmont County, Ohio",30901,15259,15294,14885,722,374,0,30901,15294,722,374,0,8,10,0,120,0,91,0,1599,15642,30179,348,0,0,30179,14885,348,0,59,45,35,5126,955,18,16,56
"Brown County, Ohio",22715,11171,11244,10857,614,314,0,22715,11244,614,314,0,3,5,0,138,10,88,1,1352,11544,22101,300,0,0,22101,10857,300,0,8,16,11,2714,838,24,13,45
"Butler County, Ohio",28173,13419,14628,13291,254,128,0,28173,14628,254,128,0,2,13,0,216,4,135,2,3237,14754,27919,126,0,0,27919,13291,126,0,51,41,28,6434,1632,27,0,62
"Carroll County, Ohio",18108,8941,9145,8914,49,27,0,18108,9145,49,27,0,3,4,0,10,0,33,0,681,9167,18059,22,0,0,18059,8914,22,0,15,8,4,95,107,0,7,32
"Champaign County, Ohio",16721,7990,8546,7847,328,143,0,16721,8546,328,143,0,8,1,0,67,0,35,0,1211,8731,16393,185,0,0,16393,7847,185,0,16,7,6,4424,514,0,8,0
"Clark County, Ohio",16882,8304,8471,8211,200,93,0,16882,8471,200,93,0,4,5,2,120,2,94,0,3369,8578,16682,107,0,0,16682,8211,107,0,15,12,7,2564,953,1,1,60
"Clermont County, Ohio",23106,11288,11756,11228,122,60,0,23106,11756,122,60,0,5,2,0,114,2,36,0,3289,11818,22984,62,0,0,22984,11228,62,0,27,18,16,4184,979,27,16,78
"Clinton County, Ohio",15719,7701,7834,7508,377,193,0,15719,7834,377,193,0,10,2,0,60,0,42,0,6188,8018,15342,184,0,0,15342,7508,184,0,24,11,9,2400,336,0,6,0
"Columbiana County, Ohio",40378,19816,20353,19608,417,208,0,40378,20353,417,208,0,9,12,14,241,3,153,0,2421,20562,39961,209,0,0,39961,19608,209,0,47,36,24,6493,1990,56,17,140
"Coshocton County, Ohio",21590,10413,11157,10395,38,18,0,21590,11157,38,18,0,16,0,4,6,0,61,0,484,11177,21552,20,0,0,21552,10395,20,0,41,15,15,4228,789,31,11,0
"Crawford County, Ohio",13152,6287,6863,6284,5,3,0,13152,6863,5,3,0,5,0,0,68,9,16,0,5310,6865,13147,2,0,0,13147,6284,2,0,7,3,3,2331,428,0,0,0
"Cuyahoga County, Ohio",26506,12808,13635,12750,121,58,0,26506,13635,121,58,0,8,1,2,423,34,162,0,7953,13698,26385,63,0,0,26385,12750,63,0,24,12,11,4258,1389,184,20,188
"Darke County, Ohio",13282,6203,6969,6113,200,90,0,13282,6969,200,90,0,1,3,2,56,0,39,0,288,7079,13082,110,0,0,13082,6113,110,0,2,4,1,2093,156,0,4,0
"Delaware County, Ohio",22060,10837,11182,10802,76,35,0,22060,11182,76,35,0,7,4,0,62,0,73,0,3365,11223,21984,41,0,0,21984,10802,41,0,74,46,42,4758,816,4,34,42
"Erie County, Ohio",12599,5955,6586,5916,97,39,0,12599,6586,97,39,0,0,0,10,94,0,43,0,2955,6644,12502,58,0,0,12502,5916,58,0,0,0,0,2465,238,38,4,0
"Fairfield County, Ohio",31924,15183,16576,15006,342,177,0,31924,16576,342,177,0,12,10,0,190,15,159,0,0,16741,31582,165,0,0,31582,15006,165,0,29,22,12,4577,1692,73,4,0
"Fayette County, Ohio",10984,5456,5401,5347,236,109,0,10984,5401,236,109,0,5,7,0,23,0,26,0,1990,5528,10748,127,0,0,10748,5347,127,0,64,42,35,2332,138,0,9,0
"Franklin County, Ohio",25049,11785,12822,11422,805,363,0,25049,12822,805,363,0,70,116,17,175,19,103,1,827,13264,24244,442,0,0,24244,11422,442,0,238,148,32,4369,1260,5,9,123
"Gallia County, Ohio",13444,6595,6463,6182,799,413,0,13444,6463,799,413,0,3,1,1,66,0,24,0,75,6849,12645,386,0,0,12645,6182,386,0,5,3,2,1985,398,37,11,0
"Geauga County, Ohio",16297,7997,8298,7996,3,1,0,16297,8298,3,1,0,3,0,0,53,2,58,0,4796,8300,16294,2,0,0,16294,7996,2,0,12,12,12,3327,533,6,25,89
"Greene County, Ohio",17528,8407,8952,8232,344,175,0,17528,8952,344,175,0,0,13,0,34,0,32,0,349,9121,17184,169,0,0,17184,8232,169,0,18,19,6,1808,355,0,5,0
"Guernsey County, Ohio",27748,13713,13947,13611,190,102,0,27748,13947,190,102,0,6,1,0,89,2,105,2,2081,14035,27558,88,0,0,27558,13611,88,0,30,16,15,6288,990,2,6,83
"Hamilton County, Ohio",80145,37619,41334,36235,2576,1384,0,80145,41334,2576,1384,0,28,46,1,2178,15,477,3,6544,42526,77569,1192,0,0,77569,36235,1192,0,114,77,31,2921,11125,1794,38,245
"Hancock County, Ohio",9986,4869,5113,4865,8,4,0,9986,5113,8,4,0,4,0,0,27,1,30,0,3189,5117,9978,4,0,0,9978,4865,4,0,16,10,10,2486,202,0,9,0
"Hardin County, Ohio",4598,2187,2408,2186,4,1,0,4598,2408,4,1,0,1,0,NA,NA,NA,NA,0,30,2411,4594,3,0,0,4594,2186,3,0,3,2,2,NA,NA,NA,1,0
"Harrison County, Ohio",20099,9853,10164,9772,163,81,0,20099,10164,163,81,0,6,11,6,132,0,121,1,3578,10246,19936,82,0,0,19936,9772,82,0,22,18,7,4375,986,4,9,45
"Henry County, Ohio",2503,933,1565,932,6,1,0,2503,1565,6,1,0,4,0,0,0,0,4,0,326,1570,2497,5,0,0,2497,932,5,0,4,0,0,282,0,8,0,0
"Highland County, Ohio",22269,10796,11071,10412,786,384,0,22269,11071,786,384,0,16,3,0,167,0,136,0,5102,11473,21483,402,0,0,21483,10412,402,0,50,30,27,5003,1234,0,27,150
"Hocking County, Ohio",9741,4728,4987,4708,46,20,0,9741,4987,46,20,0,3,1,0,30,0,26,0,418,5013,9695,26,0,0,9695,4708,26,0,19,19,18,2612,203,0,4,0
"Holmes County, Ohio",18088,8748,9338,8747,3,1,0,18088,9338,3,1,0,9,2,0,19,0,20,0,484,9340,18085,2,0,0,18085,8747,2,0,30,16,14,3846,537,4,4,0
"Huron County, Ohio",23933,11905,11973,11854,106,51,0,23933,11973,106,51,0,3,0,0,234,2,124,0,5196,12028,23827,55,0,0,23827,11854,55,0,3,1,1,5942,774,7,10,0
"Jackson County, Ohio",9744,4734,4866,4563,315,171,0,9744,4866,315,171,0,3,0,30,0,0,31,0,253,5010,9429,144,0,0,9429,4563,144,0,4,1,1,2729,168,0,4,0
"Jefferson County, Ohio",25030,12474,12297,12236,497,238,0,25030,12297,497,238,0,3,1,0,0,2,106,1,2906,12556,24533,259,0,0,24533,12236,259,0,20,10,9,0,783,66,9,170
"Knox County, Ohio",29579,14357,15181,14335,63,22,0,29579,15181,63,22,0,9,4,0,89,0,168,1,6097,15222,29516,41,0,0,29516,14335,41,0,19,12,8,6330,1362,0,15,57
"Lake County, Ohio",13719,6746,6962,6736,21,10,0,13719,6962,21,10,0,4,0,0,156,0,71,1,5915,6973,13698,11,0,0,13698,6736,11,0,15,9,9,2295,710,26,23,285
"Lawrence County, Ohio",9738,4709,4956,4633,148,76,1,9737,4956,148,76,0,3,0,160,30,2,11,0,1640,5029,9589,72,1,0,9589,4633,72,1,7,4,4,1727,527,24,9,0
"Licking County, Ohio",35096,17024,17996,16960,140,64,0,35096,17996,140,64,0,12,6,0,207,0,142,0,6017,18072,34956,76,0,0,34956,16960,76,0,49,29,23,5455,1641,75,31,555
"Logan County, Ohio",14015,6875,6935,6673,407,202,0,14015,6935,407,202,0,7,2,0,66,1,33,0,1806,7140,13608,205,0,0,13608,6673,205,0,26,14,12,3433,544,0,10,0
"Lorain County, Ohio",18467,8868,9561,8844,62,24,0,18467,9561,62,24,0,4,4,0,77,0,103,1,3123,9599,18405,38,0,0,18405,8844,38,0,18,13,9,4215,571,33,35,135
"Lucas County, Ohio",9382,4113,5234,4094,54,19,0,9382,5234,54,19,0,4,2,0,60,4,75,0,1151,5269,9328,35,0,0,9328,4094,35,0,12,9,7,1728,387,16,3,0
"Madison County, Ohio",9025,4349,4622,4306,97,43,0,9025,4622,97,43,0,4,1,0,41,0,15,0,2917,4676,8928,54,0,0,8928,4306,54,0,13,8,7,2040,159,0,7,0
"Marion County, Ohio",14765,7177,7562,7151,52,26,0,14765,7562,52,26,0,4,1,0,37,1,34,0,3155,7588,14713,26,0,0,14713,7151,26,0,22,12,11,2222,321,0,5,0
"Medina County, Ohio",18352,8858,9488,8851,13,7,0,18352,9488,13,7,0,4,4,0,165,4,90,0,3743,9494,18339,6,0,0,18339,8851,6,0,14,9,5,8149,638,0,0,99
"Meigs County, Ohio",11452,5578,5856,5568,28,10,0,11452,5856,28,10,0,6,4,136,65,2,54,0,2601,5874,11424,18,0,0,11424,5568,18,0,27,15,11,2779,505,43,16,0
"Mercer County, Ohio",8277,3611,4564,3509,204,102,0,8277,4564,204,102,0,0,1,0,33,0,22,0,400,4666,8073,102,0,0,8073,3509,102,0,0,1,0,1006,72,0,1,0
"Miami County, Ohio",19688,9550,10042,9435,211,115,0,19688,10042,211,115,0,2,3,0,127,2,63,0,3625,10138,19477,96,0,0,19477,9435,96,0,11,9,6,2625,749,14,12,0
"Monroe County, Ohio",18521,8965,9548,8960,13,5,0,18521,9548,13,5,0,7,0,2,51,0,56,0,820,9556,18508,8,0,0,18508,8960,8,0,33,17,17,4406,406,23,10,0
"Montgomery County, Ohio",31938,15207,16549,15013,376,194,0,31938,16549,376,194,0,10,11,2,268,33,140,0,7122,16731,31562,182,0,0,31562,15013,182,0,56,32,21,5172,2280,66,7,82
"Morgan County, Ohio",20852,10057,10762,10022,68,35,0,20852,10762,68,35,0,9,3,0,71,5,57,0,4449,10795,20784,33,0,0,20784,10022,33,0,21,8,5,4067,761,0,8,0
"Muskingum County, Ohio",38749,19151,19322,18864,562,286,0,38748,19322,562,286,1,19,4,58,257,4,173,1,5925,19598,38186,276,1,1,38186,18864,276,0,72,44,40,5497,2359,72,26,218
"Ottawa County, Ohio",2248,1003,1241,1002,5,1,0,2248,1241,5,1,0,0,0,53,9,0,3,0,115,1245,2243,4,0,0,2243,1002,4,0,0,0,0,557,82,34,0,0
"Paulding County, Ohio",1034,342,692,342,0,0,0,1034,692,0,0,0,0,0,NA,NA,NA,NA,0,28,692,1034,0,0,0,1034,342,0,0,0,0,0,NA,NA,NA,0,0
"Perry County, Ohio",19344,9511,9813,9484,47,27,0,19344,9813,47,27,0,21,3,49,80,1,90,0,2939,9833,19297,20,0,0,19297,9484,20,0,60,30,27,3524,798,0,7,80
"Pickaway County, Ohio",19725,9642,9918,9474,333,168,0,19725,9918,333,168,0,10,6,0,109,0,69,0,1522,10083,19392,165,0,0,19392,9474,165,0,19,26,20,2918,80,0,7,15
"Pike County, Ohio",7626,3678,3776,3521,329,157,0,7626,3776,329,157,0,2,0,0,38,2,19,0,833,3948,7297,172,0,0,7297,3521,172,0,9,6,6,1423,203,16,9,0
"Portage County, Ohio",22965,11219,11726,11200,39,19,0,22965,11726,39,19,0,2,10,0,22,0,75,0,5077,11746,22926,20,0,0,22926,11200,20,0,39,33,23,6163,972,1,34,101
"Preble County, Ohio",19482,9466,9969,9424,88,42,1,19481,9969,88,42,0,3,6,0,58,0,51,0,0,10016,19393,46,1,0,19393,9424,46,1,11,9,3,3523,490,0,9,0
"Putnam County, Ohio",5189,2338,2850,2338,1,0,0,5189,2850,1,0,0,1,0,0,8,0,10,0,0,2851,5188,1,0,0,5188,2338,1,0,1,0,0,1258,51,0,2,0
"Richland County, Ohio",44532,21832,22662,21805,65,27,0,44532,22662,65,27,0,9,16,0,104,1,119,0,6635,22700,44467,38,0,0,44467,21805,38,0,46,35,19,6159,1712,0,27,52
"Ross County, Ohio",27460,13255,13571,12694,1195,561,0,27460,13571,1195,561,0,3,6,0,173,0,68,0,0,14205,26265,634,0,0,26265,12694,634,0,9,6,0,5654,845,10,14,85
"Sandusky County, Ohio",10182,4775,5385,4756,41,19,0,10182,5385,41,19,0,6,1,0,51,0,60,0,5159,5407,10141,22,0,0,10141,4756,22,0,18,8,7,2174,342,10,0,0
"Scioto County, Ohio",11192,5453,5631,5355,206,98,0,11192,5631,206,98,0,7,0,20,140,1,53,0,1243,5739,10986,108,0,0,10986,5355,108,0,10,4,4,2764,529,20,9,0
